spect_id,catalogue,band,wavelength_angstrom,sedpy_filter,filter_in_sedpy_jax,catalogue_flux_ujy,catalogue_error_ujy,aperture_to_total_mag,ebv,zero_point_mag,total_scale,total_flux_ujy,total_error_ujy,total_flux_ujy_2015,total_error_ujy_2015,flux_ratio,error_ratio
M14_31835,classic,r+,6305,subaru_suprimecam_rp,True,2.8840315031266024,0.015592429219143989,-0.36739999055862427,0.014999999664723873,0.044,1.3972338104502475,4.029666326572138,0.021786269292040333,4.271268942733901,0.08124696245665503,0.9434354007202551,0.26814872375891263
M14_31835,classic,i+,7693,subaru_suprimecam_ip,True,8.386093937911712,0.019309694889883246,-0.36739999055862427,0.014999999664723873,0.058,1.3667342333682453,11.461561669185853,0.026391221041899303,12.200041568812967,0.10660230723214943,0.9394690669321247,0.24756707173726314
M14_31835,classic,z++,9054,subaru_suprimecam_zp,True,14.261319135009323,0.038354668188949344,-0.36739999055862427,0.014999999664723873,0.101,1.304467468582717,18.603426870695873,0.05003241692076881,19.37630856964885,0.08549943313173458,0.9601120256639791,0.5851783466643643
M14_31835,classic,Y,10216,vista_vircam_Y,True,17.477522037211717,0.025433880437786653,-0.36739999055862427,0.014999999664723873,0.055,1.3558887129374826,23.697574860371482,0.034485511411796364,24.35423107243008,0.10363502995821393,0.9730372841538013,0.3327592168951084
M14_31835,farmer,Y,10216,vista_vircam_Y,True,23.61347713762188,0.011004292020397748,0.0,0.014999999664723873,0.039,0.9809888004642124,23.164556612024793,0.010795087229047892,24.35423107243008,0.10363502995821393,0.9511512206290905,0.10416446285971563
M14_31835,cosmos2025,Y,10216,vista_vircam_Y,True,24.63365377,0.08981009,0.0,0.014999999664723873,0.0,1.0168667557491464,25.04914359134763,0.09132489485183885,24.35423107243008,0.10363502995821393,1.0285335437957728,0.8812164659831857
M14_31835,classic,J,12525,vista_vircam_J,True,23.94637653619448,0.03131870755748744,-0.36739999055862427,0.014999999664723873,0.028,1.3835470959688718,33.130939715629005,0.043330906890660104,34.021998621951376,0.15120887721791956,0.9738093309501386,0.2865632473959341
M14_31835,farmer,J,12525,vista_vircam_J,True,32.26117007896144,0.012896609312656149,0.0,0.014999999664723873,0.005,1.00747424086055,32.50229783457477,0.012993001676943353,34.021998621951376,0.15120887721791956,0.9553318191484471,0.08592750581844523
M14_31835,cosmos2025,J,12525,vista_vircam_J,True,33.36919241,0.06810701,0.0,0.014999999664723873,0.0,1.0121245306672477,33.77377820671633,0.06893277553139954,34.021998621951376,0.15120887721791956,0.9927041201196543,0.45587783468595455
M14_31835,classic,H,16466,vista_vircam_H,True,33.278192452785724,0.04168447320578283,-0.36739999055862427,0.014999999664723873,-0.043,1.4707352301128345,48.943410034787,0.06130682329243929,49.860258444848675,0.2158972065600462,0.9816116394367306,0.2839630223533642
M14_31835,farmer,H,16466,vista_vircam_H,True,45.873324079428706,0.016510972921870083,0.0,0.014999999664723873,-0.049,1.054324987570091,48.36539183984243,0.017407931320620785,49.860258444848675,0.2158972065600462,0.9700188757212371,0.08063064639874912
M14_31835,cosmos2025,H,16466,vista_vircam_H,True,48.06896239,0.07615944,0.0,0.014999999664723873,0.0,1.0078003374709181,48.443916518518876,0.07675350933359613,49.860258444848675,0.2158972065600462,0.9715937708606858,0.3555095063828403
M14_31835,classic,Ks,21557,vista_vircam_Ks,True,44.41813014166997,0.06054770239914424,-0.36739999055862427,0.014999999664723873,0.0,1.409749978737674,62.61845802278647,0.0853571221698086,63.73015328844,0.19312167866298027,0.9825562122748702,0.44198622733994913
M14_31835,farmer,Ks,21557,vista_vircam_Ks,True,61.26888687996853,0.02382652150532691,0.0,0.014999999664723873,0.0,1.0050371158792573,61.577505362976034,0.023946538455148856,63.73015328844,0.19312167866298027,0.9662224580612387,0.12399715361286985
M14_31835,cosmos2025,Ks,21557,vista_vircam_Ks,True,63.832058,0.09153438,0.0,0.014999999664723873,0.0,1.0050371158792573,64.15358747295747,0.09199544927899597,63.73015328844,0.19312167866298027,1.0066441733256317,0.4763600333007601
M14_31835,classic,ch1,35686,spitzer_irac_ch1,True,55.52394120201563,0.16978293989169993,0.0,0.014999999664723873,-0.067,1.066031671541966,59.190279850182556,0.180993991212058,57.609635554613554,0.47991706853398397,1.0274371514478782,0.37713597427352474
